,mcg,gvh,lip,chg,aac,alm1,alm2,class
618,0.661962727004912,0.501776362029472,1.0,0.5,0.563552724058944,0.5639254540098241,0.32074545990176007,omL
619,0.6898835966282783,0.511733524820566,1.0,0.5,0.49381625975629734,0.5545666187948586,0.26491582891002385,omL
620,0.6620238139226691,0.5021428835360141,1.0,0.5,0.5642857670720282,0.564047627845338,0.3195237215466197,omL
621,0.6640204461110698,0.5141226766664184,1.0,0.5,0.5882453533328369,0.5680408922221395,0.27959107777860515,omL
622,0.6611235375126641,0.4893258774924016,1.0,0.5,0.5395505849949345,0.5606741225075985,0.3586517549848031,omL
623,0.6775339739738584,0.49,1.0,0.5,0.6101358958954336,0.5512330130130708,0.2898641041045665,omL
624,0.680111540604319,0.5046265749849592,1.0,0.5,0.5089185281569617,0.5563433562537602,0.29600873444080333,omL
625,0.6615917164238726,0.49115761194463464,1.0,0.5,0.5375400746176514,0.5597105970138414,0.35493544774222346,omL
626,0.6695978131038458,0.49,1.0,0.5,0.578391252415383,0.5552010934480772,0.321608747584617,omL
627,0.677923387284609,0.49,1.0,0.5,0.611693549138436,0.5510383063576956,0.28830645086156403,omL
628,0.679114504933264,0.49,1.0,0.5,0.6164580197330557,0.5504427475333681,0.2835419802669443,omL
629,0.6783891728133453,0.49,1.0,0.5,0.6135566912533811,0.5508054135933275,0.28644330874661894,omL
630,0.7057042570163794,0.46257744579017235,1.0,0.5,0.5217182971934482,0.5874225542098276,0.3051548915803447,omL
631,0.660788856762908,0.49,1.0,0.5,0.5431554270516319,0.5596055716185461,0.3568445729483681,omL
632,0.7015749507596333,0.46505502954422007,1.0,0.5,0.5233700196961467,0.58494497045578,0.31011005908844,omL
633,0.6659175089084708,0.5255050534508247,1.0,0.5,0.6110101069016494,0.5718350178169416,0.2416498218305844,omL
634,0.6701519118136864,0.49,1.0,0.5,0.5806076472547455,0.5549240440931569,0.31939235274525457,omL
635,0.6753956412098521,0.49,1.0,0.5,0.601582564839408,0.5523021793950741,0.29841743516059205,omL
636,0.6675722867800807,0.5354337206804844,1.0,0.5,0.6308674413609688,0.5751445735601615,0.20855426439838531,omL
637,0.7094236107101886,0.46034583357388686,1.0,0.5,0.5202305557159246,0.5896541664261131,0.3006916671477736,omL
638,0.6731800323501358,0.49,1.0,0.5,0.5927201294005429,0.5534099838249322,0.30727987059945716,omL
639,0.7401437837131697,0.5482863881550324,1.0,0.5,0.4161414251705561,0.545428402961242,0.10499705182173302,omL
640,0.6722291689058543,0.49,1.0,0.5,0.588916675623417,0.5538854155470729,0.311083324376583,omL
641,0.6660126287116162,0.48639242277303035,1.0,0.5,0.5375949485153536,0.5636075772269697,0.3527848455460607,omL
642,0.6675966994357843,0.5355801966147056,1.0,0.5,0.6311603932294112,0.5751933988715685,0.20806601128431473,omL
643,0.6646521338757314,0.4872087196745612,1.0,0.5,0.5381391464497075,0.5627912803254389,0.3544174393491224,omL
644,0.6968399883925642,0.5167927188309557,1.0,0.5,0.48306547248421905,0.5533018202922612,0.24278185511456857,omL
645,0.6626731786464711,0.5060390718788266,1.0,0.5,0.5720781437576531,0.5653463572929422,0.30653642707057827,omL
646,0.6652476000969212,0.4868514399418473,1.0,0.5,0.5379009599612316,0.5631485600581527,0.3537028798836946,omL
647,0.668600304442133,0.4962547668670058,1.0,0.5,0.5267086204076126,0.5584363082832486,0.3326353949568494,omL
648,0.6777604642717834,0.49,1.0,0.5,0.6110418570871331,0.5511197678641084,0.28895814291286687,omL
649,0.6800441699267588,0.47797349804394473,1.0,0.5,0.5319823320292966,0.5720265019560553,0.33594699608788947,omL
650,0.6617977553487715,0.5007865320926289,1.0,0.5,0.5615730641852579,0.563595510697543,0.3240448930245703,omL
651,0.666331352389571,0.5279881143374254,1.0,0.5,0.6159762286748509,0.5726627047791418,0.23337295220858192,omL
652,0.6628073148339766,0.4920416835156193,1.0,0.5,0.535661422529309,0.5594895791210952,0.3510676346191656,omL
653,0.75458930200083,0.5587922196369672,1.0,0.5,0.3938165332714446,0.5428019450907582,0.059034039088268375,omL
654,0.6798594383598062,0.49,1.0,0.5,0.6194377534392248,0.5500702808200969,0.2805622465607752,omL
655,0.6768883123382333,0.49,1.0,0.5,0.6075532493529331,0.5515558438308834,0.292446750647067,omL
656,0.6817970734863682,0.4769217559081791,1.0,0.5,0.5312811706054528,0.573078244091821,0.3338435118163582,omL
657,0.6652390742187251,0.5214344453123503,1.0,0.5,0.6028688906247005,0.57047814843745,0.2552185156254992,omL
658,0.6777579720137188,0.50291488873725,1.0,0.5,0.5125558614333439,0.5567712778156876,0.3034973617745313,omL
659,0.6817474254902645,0.47695154470584133,1.0,0.5,0.5313010298038943,0.5730484552941587,0.3339030894116826,omL
660,0.6692889034436107,0.5457334206616637,1.0,0.5,0.6514668413233274,0.5785778068872212,0.17422193112778767,omL
661,0.7045952443215334,0.5224329049611152,1.0,0.5,0.47108007695763027,0.5518917737597212,0.2181060407951211,omL
662,0.6603707351422773,0.49026962555801984,1.0,0.5,0.539427045689208,0.5599325936104951,0.35882038818366324,omL
663,0.6790448849826032,0.5038508254418932,1.0,0.5,0.5105669959359769,0.5565372936395268,0.29940263869171707,omL
664,0.6770125453640786,0.49,1.0,0.5,0.6080501814563144,0.5514937273179608,0.2919498185436857,omL
665,0.6938776698697622,0.4696733980781427,1.0,0.5,0.5264489320520952,0.5803266019218573,0.31934679615628536,omL
666,0.676964083840988,0.49,1.0,0.5,0.6078563353639522,0.551517958079506,0.2921436646360478,omL
667,0.696642579753961,0.4680144521476234,1.0,0.5,0.5253429680984156,0.5819855478523767,0.3160289042952467,omL
668,0.668950739553443,0.5437044373206579,1.0,0.5,0.6474088746413156,0.5779014791068859,0.1809852089311407,omL
669,0.6787260979726087,0.4787643412164348,1.0,0.5,0.5325095608109566,0.5712356587835652,0.33752868243286954,omL
670,0.6696973136563062,0.4841816118062162,1.0,0.5,0.5361210745374775,0.5658183881937838,0.34836322361243244,omL
671,0.7068160689233393,0.46191035864599644,1.0,0.5,0.5212735724306643,0.5880896413540035,0.3038207172919928,omL
672,0.6625448816543982,0.5052692899263886,1.0,0.5,0.5705385798527772,0.5650897633087962,0.3091023669120379,omL
673,0.6733865181875995,0.49,1.0,0.5,0.5935460727503982,0.5533067409062002,0.30645392724960185,omL
674,0.6999883053249656,0.4660070168050206,1.0,0.5,0.5240046778700138,0.5839929831949794,0.3120140336100412,omL
675,0.6742883441022949,0.49,1.0,0.5,0.5971533764091792,0.5528558279488527,0.3028466235908208,omL
676,0.6653008732178315,0.49,1.0,0.5,0.5612034928713259,0.5573495633910843,0.3387965071286742,omL
677,0.6748777119303631,0.49,1.0,0.5,0.599510847721452,0.5525611440348186,0.30048915227854806,omL
678,0.7295340250415371,0.5405702000302087,1.0,0.5,0.43253832493580635,0.5473574499924478,0.13875537486783654,omL
679,0.6788840310524702,0.49,1.0,0.5,0.6155361242098805,0.550557984473765,0.2844638757901196,omL
680,0.6669688486950232,0.49,1.0,0.5,0.5678753947800924,0.5565155756524885,0.33212460521990766,omL
681,0.6622041675191495,0.49,1.0,0.5,0.5488166700765977,0.5588979162404254,0.3511833299234023,omL
682,0.7659951485825531,0.5670873807873112,1.0,0.5,0.37618931582696347,0.5407281548031722,0.022742709055512955,omL
683,0.6796157806343466,0.49,1.0,0.5,0.6184631225373859,0.5501921096828268,0.28153687746261413,omL
684,0.6660445711661421,0.5262674269968525,1.0,0.5,0.6125348539937049,0.5720891423322841,0.23910857667715857,omL
685,0.67540549426064,0.49,1.0,0.5,0.6016219770425599,0.55229725286968,0.29837802295744004,omL
686,0.7064310732192353,0.46214135606845885,1.0,0.5,0.5214275707123059,0.5878586439315412,0.30428271213691765,omL
687,0.6678068086304588,0.49,1.0,0.5,0.5712272345218352,0.5560965956847707,0.32877276547816475,omL
688,0.6725414231255289,0.4824751461246827,1.0,0.5,0.5349834307497885,0.5675248538753174,0.3449502922493653,omL
689,0.6769569227407398,0.49,1.0,0.5,0.6078276909629593,0.5515215386296302,0.2921723090370408,omL
690,0.6627970643142055,0.5067823858852324,1.0,0.5,0.5735647717704648,0.5655941286284109,0.304058713715892,omL
691,0.6663606424343229,0.5281638546059373,1.0,0.5,0.6163277092118746,0.5727212848686458,0.2327871513135423,omL
692,0.6600606207268053,0.49,1.0,0.5,0.5402424829072211,0.5599696896365974,0.3597575170927789,omL
693,0.6682252521432736,0.4850648487140359,1.0,0.5,0.5367098991426906,0.5649351512859642,0.3501296974280717,omL
694,0.7406556810559491,0.5486586771315993,1.0,0.5,0.41535031109535137,0.5453353307171002,0.10336828754925281,omL
695,0.7037735856208969,0.5218353349970158,1.0,0.5,0.4723499131313412,0.5520411662507461,0.22072040938805548,omL
696,0.724253775150106,0.5367300182909862,1.0,0.5,0.4406987111316544,0.5483174954272535,0.15555616997693544,omL
697,0.6654350467752834,0.49,1.0,0.5,0.5617401871011337,0.5572824766123583,0.33825981289886625,omL
698,0.6740381307471379,0.49,1.0,0.5,0.5961525229885515,0.5529809346264312,0.30384747701144854,omL
699,0.664764091679905,0.5185845500794298,1.0,0.5,0.5971691001588596,0.5695281833598099,0.26471816640190077,omL
700,0.6685742357466737,0.5414454144800425,1.0,0.5,0.6428908289600849,0.5771484714933475,0.18851528506652532,omL
701,0.7509660411657765,0.5561571208478374,1.0,0.5,0.39941611819834544,0.5434607197880407,0.07056259629071127,omL
702,0.6613153980572722,0.49789238834363314,1.0,0.5,0.5557847766872663,0.5626307961145445,0.3336920388545562,omL
703,0.7346005972147591,0.5442549797925521,1.0,0.5,0.4247081679408268,0.546436255051862,0.12263446340758452,omL
704,0.7523171046078871,0.5571397124420997,1.0,0.5,0.397328111060538,0.5432150718894752,0.06626375806581358,omL
705,0.6758909532892022,0.49,1.0,0.5,0.6035638131568088,0.552054523355399,0.2964361868431912,omL
706,0.6787600557331687,0.4787439665600988,1.0,0.5,0.5324959777067325,0.5712560334399013,0.3374879331201976,omL
707,0.7050389759943806,0.522755618905004,1.0,0.5,0.4703943098268664,0.551811095273749,0.21669416729060725,omL
708,0.7021516229873208,0.5206557258089606,1.0,0.5,0.47485658265595876,0.5523360685477599,0.22588119958579747,omL
709,0.7134030145748846,0.5288385560544615,1.0,0.5,0.45746806838426923,0.5502903609863846,0.19008131726173072,omL
710,0.6709592444868856,0.49,1.0,0.5,0.5838369779475422,0.5545203777565573,0.3161630220524579,omL
711,0.7033028708691995,0.4640182774784803,1.0,0.5,0.5226788516523202,0.5859817225215197,0.30803655495696053,omL
712,0.6694561637262425,0.49,1.0,0.5,0.57782465490497,0.5552719181368788,0.32217534509503,omL
713,0.6893943481615975,0.47236339110304154,1.0,0.5,0.5282422607353611,0.5776366088969584,0.32472678220608303,omL
714,0.6790831779724729,0.49,1.0,0.5,0.6163327118898911,0.5504584110137637,0.2836672881101089,omL
715,0.6940794026085473,0.46955235843487164,1.0,0.5,0.5263682389565811,0.5804476415651284,0.3191047168697433,omL
716,0.7002612223695143,0.46584326657829145,1.0,0.5,0.5238955110521943,0.5841567334217086,0.3116865331565828,omL
717,0.6690418986517852,0.48457486080892886,1.0,0.5,0.536383240539286,0.5654251391910712,0.34914972161785773,omL
718,0.7581337346423765,0.5613699888308192,1.0,0.5,0.3883387737345091,0.5421575027922952,0.04775629886516575,omL
719,0.6646052216227397,0.5176313297364378,1.0,0.5,0.5952626594728756,0.5692104432454793,0.2678955675452074,omL
720,0.6684982685244281,0.5409896111465679,1.0,0.5,0.6419792222931358,0.5769965370488559,0.1900346295114405,omL
721,0.6611438248572503,0.49686294914350143,1.0,0.5,0.5537258982870028,0.5622876497145005,0.33712350285499526,omL
722,0.7301508226847949,0.5410187801343963,1.0,0.5,0.4315850922144079,0.547245304966401,0.13679283691201619,omL
723,0.6986194615910799,0.5180868811571491,1.0,0.5,0.4803153775410583,0.5529782797107128,0.23711989493747293,omL
724,0.7221546899998458,0.5352034109089787,1.0,0.5,0.44394275181842024,0.5486991472727554,0.16223507727321815,omL
725,0.6652208705257242,0.5213252231543454,1.0,0.5,0.6026504463086907,0.5704417410514484,0.25558258948551554,omL
726,0.666912866656998,0.5314771999419882,1.0,0.5,0.6229543998839762,0.573825733313996,0.2217426668600397,omL
727,0.6606315209731853,0.49,1.0,0.5,0.5425260838927412,0.5596842395134074,0.3574739161072588,omL
728,0.6702629650539018,0.49,1.0,0.5,0.5810518602156071,0.5548685174730492,0.31894813978439296,omL
729,0.6671867155842439,0.533120293505463,1.0,0.5,0.626240587010926,0.5743734311684876,0.2162656883151235,omL
730,0.6771955640415434,0.479682661575074,1.0,0.5,0.5331217743833827,0.570317338424926,0.33936532315014795,omL
731,0.7057428841718502,0.46255426949688994,1.0,0.5,0.52170284633126,0.5874457305031101,0.30510853899377977,omL
732,0.6762483184821673,0.49,1.0,0.5,0.6049932739286686,0.5518758407589165,0.2950067260713314,omL
733,0.6798907019907846,0.47806557880552925,1.0,0.5,0.5320437192036862,0.5719344211944708,0.3361311576110585,omL
734,0.6850710704831613,0.4749573577101032,1.0,0.5,0.5299715718067355,0.5750426422898968,0.32991471542020645,omL
735,0.6705311074595015,0.49,1.0,0.5,0.5821244298380057,0.5547344462702494,0.31787557016199425,omL
736,0.6827901673218576,0.47632589960688543,1.0,0.5,0.5308839330712569,0.5736741003931146,0.3326517992137708,omL
737,0.6653957565677068,0.5223745394062408,1.0,0.5,0.6047490788124814,0.5707915131354135,0.25208486864586427,omL
738,0.6884623831162355,0.4729225701302587,1.0,0.5,0.5286150467535058,0.5770774298697413,0.3258451402605173,omL
739,0.6790185257533169,0.49,1.0,0.5,0.6160741030132675,0.5504907371233416,0.2839258969867325,omL
740,0.6774996823392692,0.49,1.0,0.5,0.6099987293570766,0.5512501588303654,0.29000127064292347,omL
741,0.697469098577768,0.4675185408533392,1.0,0.5,0.5250123605688929,0.5824814591466607,0.31503708170667843,omL
742,0.6676523405930629,0.5359140435583771,1.0,0.5,0.6318280871167542,0.5753046811861257,0.206953188138743,omL
743,0.6759861035678211,0.49,1.0,0.5,0.6039444142712843,0.5520069482160895,0.2960555857287157,omL
744,0.7230234263000704,0.5358352191273239,1.0,0.5,0.44260015935443664,0.548541195218169,0.15947091631795768,omL
745,0.6673164158992513,0.5338984953955077,1.0,0.5,0.6277969907910155,0.5746328317985026,0.21367168201497433,omL
746,0.6615134414670646,0.49,1.0,0.5,0.5460537658682582,0.5592432792664678,0.35394623413174187,omL
747,0.6656216184946718,0.5237297109680308,1.0,0.5,0.6074594219360616,0.5712432369893437,0.24756763010656396,omL
748,0.6670984237731722,0.49,1.0,0.5,0.5683936950926884,0.556450788113414,0.3316063049073115,omL
749,0.7451930253117437,0.5519585638630863,1.0,0.5,0.40833805179094157,0.5445103590342285,0.08893128309899734,omL
750,0.6829316874857011,0.47624098750857935,1.0,0.5,0.5308273250057196,0.5737590124914207,0.33248197501715865,omL
751,0.732772325480547,0.542925327622216,1.0,0.5,0.427533678802791,0.546768668094446,0.12845169165280493,omL
752,0.6653166390123713,0.5218998340742274,1.0,0.5,0.6037996681484548,0.5706332780247425,0.2536672197525754,omL
753,0.6648939848921355,0.49,1.0,0.5,0.5595759395685419,0.5575530075539323,0.3404240604314581,omL
754,0.7406544849688115,0.8059056480998034,0.48,0.5,0.8536073090187131,0.5416438541122788,0.29,om
755,0.6979967402552804,0.5727649680261357,0.48,0.5,0.7227649680261358,0.4883112028020059,0.31523177222914456,om
756,0.605207959874644,0.7478480936258305,0.909728695506169,0.5,0.7491681605014237,0.5587522407521354,0.47833632100284723,om
757,0.725941605395069,0.8731612466633135,0.48,0.5,0.5802242869854043,0.5146635695218935,0.28872196412682444,om
758,0.6426823990047604,0.6747811211942875,0.48,0.5,0.6702918384076166,0.4074635201990479,0.28507295960190415,om
759,0.63,0.6304875580445749,0.48,0.5,0.6916587093687976,0.421902488391085,0.28,om
760,0.7723071688458925,0.6805128554102738,0.48,0.5,0.8207686026150709,0.40051285541027387,0.28948714458972613,om
761,0.6666499752059906,0.7413099652883867,0.48,0.5,0.7892699057827639,0.4393199801647924,0.2726700049588019,om
762,0.6562398320552063,0.6254368930213167,0.48,0.5,0.6818394121932221,0.5275203358895875,0.3050406717791748,om
763,0.6960260023363333,0.8626493317757777,0.48,0.5,0.7863896717287221,0.5347013364484444,0.2673506682242222,om
764,0.6792746690287899,0.768703971654522,0.48,0.5,0.8320213593166882,0.4536266548560508,0.2685493380575797,om
765,0.7083293690184298,0.7171001816716731,0.48,0.5,0.6820882887269628,0.4329236042177478,0.35540576480068203,om
766,0.6181618682142989,0.7857488512987252,0.48,0.5,0.748850229740255,0.4340241959091076,0.3442511487012748,om
767,0.6596188002261862,0.8072524617994457,0.48,0.5,0.5329009847197782,0.4063366157325942,0.31473267685348116,om
768,0.6551381296447472,0.8477992808969521,0.48,0.5,0.6755064753640729,0.4578913673267836,0.26981582714033714,om
769,0.6521779591662311,0.6656440816675376,0.48,0.5,0.6470783672902514,0.3616334693746734,0.2667330612506532,om
770,0.6122533252402896,0.7533799878604345,0.48,0.5,0.5186377467544437,0.33788663834101385,0.3315022168268598,om
771,0.6583295008258863,0.7611529617290507,0.48,0.5,0.5992236938324054,0.4080707321033547,0.263082229625696,om
772,0.6487425423351618,0.7555346489050231,0.48,0.5,0.6926434138657629,0.39641578686027745,0.2967921065698613,om
773,0.6269273096539685,0.5299449744984097,0.48,0.5,0.7469823351555588,0.4315638579238109,0.28768172586507884,om
774,0.6235130762367805,0.6689215425793169,0.48,0.5,0.560674035887927,0.40094365024309775,0.33,om
775,0.7129397075409656,0.6341928290164137,0.48,0.5,0.7480480736884828,0.45867463442620693,0.24636148762296553,om
776,0.7171351724715729,0.8736175066979688,0.48,0.5,0.5594470026791875,0.49482334226395835,0.2970353315472083,om
777,0.5449168945232946,0.7933887369844703,0.48,0.5,0.6618605794456459,0.3661572808203919,0.3661572808203919,om
778,0.6120175065803054,0.72377241445603,0.48,0.5,0.5382450921242754,0.3421050394818323,0.3249562335492366,om
779,0.6787193356162785,0.8015395017122089,0.48,0.5,0.7104313955474789,0.47316528253391354,0.30709355479457384,om
780,0.67,0.8623291975152352,0.48,0.5,0.7344177006211912,0.5176708024847648,0.30301240745429436,om
781,0.7165600338612252,0.8000913995475213,0.48,0.5,0.7466514334087464,0.54,0.22366846500757787,om
782,0.6726845712104171,0.7836240045812409,0.48,0.5,0.7373154287895829,0.5024160030541607,0.3512080015270803,om
783,0.6760948939492983,0.7912408484056134,0.48,0.5,0.8009489394929832,0.4851459544563151,0.30905106050701675,om
784,0.5499800301861031,0.8159960060372207,0.48,0.5,0.7239973373581471,0.4119786988651766,0.37800133132092645,om
785,0.7068385540819825,0.8715759034988421,0.48,0.5,0.6505349400866139,0.5347373494168597,0.32789879533487715,om
786,0.7261986637367205,0.8736519944064665,0.48,0.5,0.5800373354642032,0.5149439968036952,0.2887453330669746,om
787,0.7351909863521088,0.8711459181126531,0.48,0.5,0.7094613957888436,0.5540450682394558,0.29,om
788,0.6620573836632623,0.6094866118357959,0.48,0.5,0.7258852326734754,0.473314460846009,0.28291430760575115,om
789,0.7578779146820811,0.7033429384971075,0.48,0.5,0.7547384517148384,0.53,0.23636625595375657,om
790,0.7580509002580123,0.8007200485809328,0.48,0.5,0.6873308516770794,0.4713345741614603,0.29,om
791,0.6192958208764919,0.760725947165183,0.48,0.5,0.5142903788660732,0.3443012628869107,0.32713974742261787,om
792,0.7334680404699525,0.892463123619176,0.48,0.5,0.5669852494476704,0.5199508314922348,0.29200983370155303,om
793,0.74,0.8327751434747122,0.48,0.5,0.6708372847879318,0.5356020713771074,0.2115710007204975,om
794,0.7092636206350416,0.785437131457882,0.48,0.5,0.6314727587299169,0.5076462695527575,0.28720578369409466,om
795,0.6721020801838716,0.8321020801838717,0.7321922736027626,0.5,0.6669970283087548,0.5590991084926265,0.4015465825550681,om
796,0.6747655012343039,0.7571482518514557,0.48,0.5,0.7440075525920381,0.4861013520983165,0.28447655012343037,om
797,0.5934369776650394,0.8204909968092914,0.48,0.5,0.7689579851100263,0.449939978728609,0.34852700957212596,om
798,0.7289242585386586,0.84,0.48,0.5,0.8578485170773172,0.5792828390257724,0.2914343219484551,om
799,0.693220674455467,0.5991252442904897,0.48,0.5,0.773220674455467,0.399662023366401,0.2148310116832005,om
800,0.7214848128643019,0.7885151871356981,0.48,0.5,0.7979204144723395,0.5593068048241132,0.32495078874373584,om
801,0.723461078424495,0.7141600445514005,0.48,0.5,0.7986358199562213,0.5120968983807164,0.29034948306345276,om
802,0.7654147173184906,0.5823802632400753,0.48,0.5,0.8735806042458869,0.530458528268151,0.20779498055856593,om
803,0.7735587203535151,0.6091459238886667,0.48,0.5,0.8622063982324242,0.483736635404303,0.2320284831816364,om
804,0.7333899796646961,0.6688470549053205,0.48,0.5,0.8287459715305745,0.5336610020335304,0.2622370345700166,om
805,0.724659703240785,0.6757940257715017,0.48,0.5,0.7288656774692832,0.4544328387346416,0.32090745802457343,om
806,0.5778534566293833,0.689918587016324,0.48,0.5,0.7680162825967353,0.3778534566293832,0.420244238951028,om
807,0.6869151132686653,0.6472877831716629,0.48,0.5,0.7323050377562217,0.4161352642935521,0.282712216828337,om
808,0.7470282074337499,0.7624294814156254,0.48,0.5,0.7640564148674998,0.5154012739818755,0.17459872601812454,om
809,0.544569880709235,0.8066495617214681,0.48,0.5,0.723350438278532,0.39786900415217086,0.35431330653125437,om
810,0.6513535975643906,0.7198950365901468,0.48,0.5,0.7311436707446842,0.42708287805151246,0.2757292804871219,om
811,0.680137573245364,0.7597095675931208,0.48,0.5,0.8400611436646062,0.45012228732921233,0.26989299858693927,om
812,0.6707100148906973,0.8714798213116328,0.48,0.5,0.73781016379767,0.4964499255465137,0.25142002978139455,om
813,0.60136767841631,0.6627634673265376,0.48,0.5,0.75621077386123,0.37378922613876997,0.39829040197961263,om
814,0.5972049619907653,0.6288431772626977,0.48,0.5,0.7374456582580804,0.346048139253463,0.3616382152719324,om
815,0.6070429600188711,0.7484261236638126,0.48,0.5,0.7571701018130351,0.43697938912178913,0.4157869381680937,om
816,0.644562600936634,0.8337501835211527,0.48,0.5,0.7392499632957694,0.46762512846480686,0.29624981647884735,om
817,0.596171107908121,0.6872342215816243,0.48,0.5,0.7482973352551274,0.3768798503571231,0.4282973352551274,om
818,0.7146992803194155,0.7040978409582467,0.48,0.5,0.7246992803194156,0.54,0.2006014393611689,om
819,0.7471086640099875,0.5585543320049937,0.48,0.5,0.8380325506849772,0.5319076113325011,0.22479894732251351,om
820,0.6306177737016129,0.6844400366854841,0.48,0.5,0.6503088868508065,0.41401552906048367,0.2815444342540322,om
821,0.5320722272273185,0.7821410140908036,0.48,0.5,0.7144282028181607,0.3948581258182381,0.3753568356818006,om
822,0.6960436877759058,0.6251092194397644,0.48,0.5,0.7382742692190398,0.5538131063327717,0.3161868936672283,om
823,0.6362774421293793,0.6335030208355859,0.48,0.5,0.6531387210646897,0.4508033738409657,0.29569360532344835,om
824,0.6311212558901177,0.6799086969889407,0.48,0.5,0.6505606279450589,0.417288163285765,0.28280313972529425,om
825,0.6717350863780279,0.5534701727560559,0.48,0.5,0.719771487539577,0.45849342608239513,0.2647947408659161,om
826,0.6886454098411123,0.5872908196822246,0.48,0.5,0.766274877063059,0.3950797130958287,0.21406377047666292,om
827,0.6211373323666226,0.5645183721963797,0.48,0.5,0.695276593774128,0.4822746647332451,0.3684835568445033,om
828,0.6515928620351383,0.5153095401171279,0.48,0.5,0.6605309540117128,0.5370797529355797,0.33079643101756917,om
829,0.6513363404572335,0.5347222984588194,0.48,0.5,0.6646771916003172,0.5373273190855331,0.3246546381710661,om
830,0.5815003090847348,0.7715623068220407,0.8797520090507764,0.5,0.7584376931779593,0.5414383113474289,0.487625540898286,om
831,0.634243813587751,0.8633137796742838,0.48,0.5,0.7276162542391834,0.4713950508702007,0.28098869489061584,om
832,0.6569880461344387,0.8373976092268878,0.48,0.5,0.7382650728179252,0.5261205825434013,0.3708674635910374,om
833,0.6605031478248784,0.7794558374293743,0.48,0.5,0.7871971576553766,0.49606781776837783,0.3311293398869988,om
834,0.5359273535473184,0.7636658805896194,0.48,0.5,0.7301355886210208,0.39013558862102077,0.36552058768425605,om
835,0.583050774887897,0.7284048795568392,0.48,0.5,0.7385443455552638,0.3837088691110528,0.31694922511210294,om
836,0.7516504923844262,0.57,0.48,0.5,0.8545929894553593,0.5017699882837325,0.20846900351488024,om
837,0.6033686877496652,0.6203680543442104,0.48,0.5,0.732052398219043,0.34373674209387556,0.3469993665945452,om
838,0.6210683513255233,0.6599253312037645,0.7261114327681977,0.5,0.7331303851803342,0.45305571638409886,0.38305571638409885,om
839,0.6441387284987351,0.5836578040458258,0.48,0.5,0.6946196529516443,0.3382774569974702,0.2612416185496205,om
840,0.6512934256863099,0.6716408311767883,0.48,0.5,0.7150579009150797,0.4090539798041688,0.30140922751646937,om
841,0.6352355469998351,0.5318843759986804,0.48,0.5,0.7428800770014845,0.38717343600197934,0.2695289060003299,om
842,0.5814119238630098,0.7228238477260195,0.7583550102191262,0.5,0.77,0.4831185622123058,0.487470866760267,om
843,0.6014238124545798,0.7471856879087817,0.9753205841206165,0.5,0.7709492083030532,0.5833555418786275,0.5086095003633615,om
844,0.6248482061323399,0.5363661448089401,0.5692977603727736,0.5,0.7865654707548934,0.4740417047157467,0.32121435094128015,om
845,0.7105645629754485,0.8705645629754486,0.5893316232340484,0.5,0.6120506243207878,0.5426151872962364,0.33835821796890597,om
846,0.6519090224962225,0.76,0.6625913537745536,0.5,0.8154203946841947,0.49915921063161056,0.3577843046993046,om
847,0.6148033179658196,0.725458924746421,0.7434091552591275,0.5,0.7107867281367217,0.5011800922050826,0.40157345627344354,om
848,0.7425667013961279,0.6006607454984452,0.5639136192589027,0.5,0.8622490420798474,0.5396823406837196,0.25163915031317097,om
849,0.6257376215334265,0.6313118923328676,0.7323287360523645,0.5,0.7133772326264618,0.5642623784665735,0.4221970381729794,om
850,0.6499818410507571,0.7907580560312351,0.8000726357969719,0.5,0.8046028130351395,0.5861552429960956,0.43157058891019906,om
851,0.6794146860366242,0.76,0.724695755073036,0.5,0.8017658744146496,0.5794113751951168,0.40352512714628447,om
852,0.6437151170729098,0.8037151170729099,0.8376295651577632,0.5,0.7075498327529859,0.5712649498258957,0.44818230766593375,om
853,0.6083560910306727,0.7516439089693273,0.5654832664050222,0.5,0.5527416332025111,0.3727416332025112,0.36123427041721967,om
854,0.5439605990850527,0.7950246255718422,0.6357438940528422,0.5,0.7349753744281579,0.4428965725982632,0.4219310483988421,om
855,0.6733088965393587,0.7704726995056227,0.7277098128538104,0.5,0.7595273004943773,0.5638182512359433,0.3262550591459805,om
856,0.5796190905427419,0.73284588282704,0.48,0.5,0.7375350266302182,0.38350700532604365,0.32038090945725817,om
857,0.7137929720380145,0.6804132937444554,0.48,0.5,0.7604828111847942,0.4613789161140437,0.18144843355438253,om
858,0.6883219381326641,0.6185270517447107,0.48,0.5,0.7817464330713515,0.40006837120401556,0.22006837120401554,om
859,0.65794833657953,0.52589667315906,0.48,0.5,0.6818579255937074,0.5101937378267627,0.30615499026141013,om
860,0.7036110771176133,0.6285647184999045,0.48,0.5,0.7836110771176134,0.43083323135284013,0.23041661567642005,om
861,0.636750644329161,0.5440051546332874,0.48,0.5,0.7292442010375516,0.36899226805006885,0.26649871134167813,om
862,0.6583273822421567,0.5693166702780386,0.48,0.5,0.756007141309412,0.42167261775784337,0.29133095289686267,om
863,0.63,0.5344815961493652,0.48,0.5,0.7588628826954443,0.44110368077012696,0.28,om
864,0.6282164845812763,0.4951884084908326,0.48,0.5,0.7888650356426304,0.44886503564263036,0.28162137765338524,om
865,0.6354917206427333,0.5196552914707597,0.48,0.5,0.7954917206427333,0.45,0.2789016558714534,om
