,mcg,gvh,lip,chg,aac,alm1,alm2,class
620,0.7204281429300109,0.5064414805327293,0.48,0.5,0.5358896298668178,0.6613511168036245,0.6091437141399783,imS
621,0.8427288387618793,0.528677970683978,0.48,0.5,0.5303305073290056,0.5279321758961316,0.36454232247624124,imS
622,0.7059156745658702,0.5038028499210673,0.48,0.5,0.5365492875197332,0.6771829004735961,0.6381686508682595,imS
623,0.7104427041657,0.5046259462119455,0.48,0.5,0.5363435134470137,0.6722443227283273,0.6291145916686001,imS
624,0.7797551993420486,0.5172282180621907,0.48,0.5,0.5331929454844524,0.596630691626856,0.4904896013159026,imS
625,0.7331943916702299,0.5087626166673146,0.48,0.5,0.5353093458331714,0.6474242999961127,0.58361121665954,imS
626,0.7285122962060802,0.5079113265829237,0.48,0.5,0.5355221683542691,0.652532040502458,0.5929754075878397,imS
627,0.7283635204043079,0.5078842764371468,0.48,0.5,0.5355289308907133,0.6526943413771187,0.5932729591913843,imS
628,0.7196067207465334,0.5062921310448243,0.48,0.5,0.535926967238794,0.6622472137310544,0.6107865585069332,imS
629,0.6477877317931974,0.4932341330533086,0.48,0.5,0.5391914667366728,0.7405952016801484,0.7544245364136053,imS
630,0.768676019666491,0.5152138217575438,0.48,0.5,0.5336965445606141,0.608717069454737,0.512647960667018,imS
631,0.6832751864210337,0.49968639753109706,0.48,0.5,0.5375784006172257,0.7018816148134178,0.6834496271579327,imS
632,0.8066907464035771,0.5221255902551959,0.48,0.5,0.531968602436201,0.567246458468825,0.4366185071928458,imS
633,0.7334661395781285,0.5088120253778415,0.48,0.5,0.5352969936555396,0.6471278477329507,0.5830677208437431,imS
634,0.8463530909968654,0.5293369256357937,0.48,0.5,0.5301657685910516,0.5239784461852377,0.3572938180062691,imS
635,0.7177413773378016,0.5059529776977821,0.48,0.5,0.5360117555755545,0.6642821338133073,0.6145172453243967,imS
636,0.8096150121082645,0.5226572749287753,0.48,0.5,0.5318356812678062,0.5640563504273479,0.43076997578347104,imS
637,0.8056359274966012,0.521933804999382,0.48,0.5,0.5320165487501545,0.5683971700037077,0.4387281450067975,imS
638,0.6631578596723945,0.4960287017586172,0.48,0.5,0.5384928245603458,0.723827789448297,0.7236842806552111,imS
639,0.7418037308829581,0.5103279510696288,0.48,0.5,0.5349180122325928,0.6380322935822276,0.5663925382340838,imS
640,0.783078817493994,0.5178325122716353,0.48,0.5,0.5330418719320912,0.5930049263701884,0.483842365012012,imS
641,0.8188389370590183,0.5243343521925488,0.48,0.5,0.5314164119518628,0.5539938868447073,0.41232212588196326,imS
642,0.7782890408555854,0.5169616437919247,0.48,0.5,0.5332595890520189,0.5982301372484523,0.4934219182888293,imS
643,0.8015469695355794,0.5211903580973781,0.48,0.5,0.5322024104756555,0.5728578514157316,0.4469060609288412,imS
644,0.7864528971363639,0.5184459812975207,0.48,0.5,0.5328885046756199,0.5893241122148758,0.4770942057272722,imS
645,0.8080902301507373,0.5223800418455886,0.48,0.5,0.5319049895386029,0.5657197489264683,0.4338195396985252,imS
646,0.7067065172041804,0.5039466394916692,0.48,0.5,0.5365133401270827,0.676320163049985,0.6365869655916391,imS
647,0.6511588412401126,0.4938470620436568,0.48,0.5,0.5390382344890858,0.736917627738059,0.7476823175197749,imS
648,0.8369151181877128,0.5276209305795841,0.48,0.5,0.530594767355104,0.5342744165224951,0.3761697636245742,imS
649,0.7174658446392549,0.5059028808435009,0.48,0.5,0.5360242797891248,0.6645827149389947,0.6150683107214902,imS
650,0.7439052971160456,0.5107100540210993,0.48,0.5,0.5348224864947252,0.6357396758734047,0.5621894057679088,imS
651,0.8142962232996122,0.5235084042362932,0.48,0.5,0.5316228989409267,0.5589495745822413,0.4214075534007757,imS
652,0.7013481742513582,0.5029723953184287,0.48,0.5,0.5367569011703929,0.6821656280894274,0.6473036514972835,imS
653,0.7917475462329698,0.5194086447696309,0.48,0.5,0.5326478388075923,0.5835481313822147,0.46650490753406026,imS
654,0.8040042434377029,0.5216371351704915,0.48,0.5,0.5320907162073771,0.5701771889770513,0.441991513124594,imS
655,0.7491185542420644,0.5116579189531026,0.48,0.5,0.5345855202617243,0.6300524862813842,0.551762891515871,imS
656,0.7830725678559181,0.5178313759738034,0.48,0.5,0.5330421560065493,0.5930117441571803,0.4838548642881638,imS
657,0.7997189952045941,0.520857999128108,0.48,0.5,0.532285500217973,0.5748520052313519,0.45056200959081183,imS
658,0.668490083961106,0.49699819708383747,0.48,0.5,0.5382504507290407,0.7180108174969754,0.7130198320777881,imS
659,0.6339229644675242,0.49071326626682255,0.48,0.5,0.5398216834332944,0.7557204023990646,0.7821540710649517,imS
660,0.7436598960796231,0.5106654356508405,0.48,0.5,0.5348336410872899,0.6360073860949566,0.5626802078407538,imS
661,0.68738241846269,0.5004331669932164,0.48,0.5,0.5373917082516959,0.6974009980407019,0.6752351630746201,imS
662,0.6308241860532566,0.49014985200968303,0.48,0.5,0.5399625369975792,0.7591008879419019,0.7883516278934868,imS
663,0.8423922572835346,0.5286167740515517,0.48,0.5,0.530345806487112,0.5282993556906895,0.36521548543293075,imS
664,0.7271754402064385,0.5076682618557161,0.48,0.5,0.535582934536071,0.6539904288657035,0.595649119587123,imS
665,0.8241799955016547,0.5253054537275736,0.48,0.5,0.5311736365681067,0.5481672776345585,0.4016400089966905,imS
666,0.8084844361648965,0.5224517156663449,0.48,0.5,0.5318870710834138,0.5652897060019311,0.4330311276702069,imS
667,0.78864830242972,0.5188451458963127,0.48,0.5,0.5327887135259218,0.5869291246221237,0.47270339514056003,imS
668,0.7840787225940097,0.5180143131989109,0.48,0.5,0.5329964217002723,0.5919141208065349,0.48184255481198063,imS
669,0.8162654512924272,0.5238664456895322,0.48,0.5,0.531533388577617,0.5568013258628066,0.4174690974151454,imS
670,0.6616086557868197,0.49574702832487627,0.48,0.5,0.538563242918781,0.7255178300507422,0.7267826884263606,imS
671,0.7189917879668818,0.5061803250848876,0.48,0.5,0.5359549187287781,0.6629180494906743,0.6120164240662364,imS
672,0.8253094217274112,0.5255108039504384,0.48,0.5,0.5311222990123904,0.5469351762973697,0.3993811565451777,imS
673,0.8172042587288528,0.5240371379507005,0.48,0.5,0.5314907155123249,0.5557771722957969,0.4155914825422944,imS
674,0.6441603012713916,0.49257460023116206,0.48,0.5,0.5393563499422095,0.7445523986130274,0.7616793974572169,imS
675,0.6772250567549324,0.49858637395544225,0.48,0.5,0.5378534065111394,0.7084817562673464,0.6955498864901353,imS
676,0.7028225839628697,0.5032404698114309,0.48,0.5,0.5366898825471423,0.6805571811314148,0.6443548320742606,imS
677,0.7222489432839799,0.5067725351425418,0.48,0.5,0.5358068662143646,0.6593647891447492,0.6055021134320401,imS
678,0.7680977913564165,0.5151086893375303,0.48,0.5,0.5337228276656174,0.6093478639748183,0.513804417287167,imS
679,0.6431706426592887,0.4923946623016889,0.48,0.5,0.5394013344245778,0.7456320261898668,0.7636587146814225,imS
680,0.6357939559138301,0.49105344652978733,0.48,0.5,0.5397366383675533,0.7536793208212762,0.7784120881723396,imS
681,0.7875373855577575,0.5186431610105013,0.48,0.5,0.5328392097473746,0.5881410339369918,0.4749252288844849,imS
682,0.7828199507242334,0.5177854455862243,0.48,0.5,0.533053638603444,0.5932873264826545,0.4843600985515331,imS
683,0.7368350257889699,0.5094245501434491,0.48,0.5,0.5351438624641378,0.6434526991393056,0.5763299484220603,imS
684,0.8719312319065842,0.4341203441634777,0.48,0.5,0.5260515760700619,0.7400859601167697,0.7479828079766461,imU
685,0.7831270921297945,0.44,0.48,0.5,0.4468729078702056,0.7237458157404112,0.68,imU
686,0.6042611066954633,0.3517981290136745,0.48,0.5,0.6114777866090733,0.7690148089272845,0.7890148089272845,imU
687,0.8474689771209446,0.48436724428023614,0.48,0.5,0.6325310228790554,0.76,0.79,imU
688,0.8113138739501711,0.40391032172852254,0.48,0.5,0.6386861260498289,0.8343587130859098,0.8513138739501711,imU
689,0.7474601691034712,0.4044267418237649,0.48,0.5,0.505573258176235,0.5969665727202937,0.6283598872643525,imU
690,0.6339558262072218,0.4358233048288873,0.48,0.5,0.48,0.7541766951711127,0.7841766951711128,imU
691,0.6346015890869833,0.43840635634793307,0.48,0.5,0.48,0.7515936436520669,0.781593643652067,imU
692,0.7182755102261292,0.5056326530318277,0.48,0.5,0.6918775510106092,0.8498469387632616,0.8618775510106093,imU
693,0.7848568213502183,0.41685757153304226,0.48,0.5,0.6622858571776807,0.812857321472101,0.8322858571776808,imU
694,0.8539546186595415,0.48598865466488533,0.48,0.5,0.6260453813404585,0.76,0.79,imU
695,0.5811655892863528,0.4947392466519852,0.48,0.5,0.6338956986607941,0.7261043013392059,0.763052150669603,imU
696,0.728367251268932,0.41880467839015256,0.48,0.5,0.6511953216098475,0.7747812864393897,0.7947812864393897,imU
697,0.7561918643320414,0.4550775142239448,0.48,0.5,0.6750258380746482,0.8287822975933103,0.8450258380746483,imU
698,0.8459126737167543,0.5429563368583772,0.48,0.5,0.7145239576994743,0.8874802945578515,0.7384323791589028,imU
699,0.782615401811881,0.41105494259830266,0.48,0.5,0.6589450574016973,0.8057802296067892,0.8257802296067891,imU
700,0.8517386171806836,0.4854346542951709,0.48,0.5,0.6282613828193164,0.76,0.79,imU
701,0.7943688087443367,0.5181559562783167,0.48,0.5,0.4825247650226533,0.6621844043721684,0.68,imU
702,0.7641650994787037,0.6433584083407414,0.48,0.5,0.5041650994787037,0.7391556963509256,0.7458349005212963,imU
703,0.6113248414270189,0.5041640129459434,0.48,0.5,0.6376656051783773,0.7223343948216226,0.7611671974108113,imU
704,0.6497303506301583,0.4240523983195781,0.48,0.5,0.6278351472693144,0.6197303506301582,0.6664869004201055,imU
705,0.7361043977350337,0.26854615682904714,0.48,0.5,0.57,0.7524417590940135,0.7812208795470068,imU
706,0.5220668054269277,0.6064370216192302,0.814725124199973,0.5,0.5706889351423092,0.7171259567615395,0.7471259567615395,imU
707,0.6253414220772877,0.5183854402608822,0.48,0.5,0.6353414220772877,0.7209317155845424,0.76,imU
708,0.801836032518461,0.44,0.48,0.5,0.42816396748153907,0.6863279349630781,0.68,imU
709,0.8559076048216545,0.4864769012054136,0.48,0.5,0.6240923951783455,0.76,0.79,imU
710,0.7499843886901405,0.37002601884976577,0.48,0.5,0.6400052037699532,0.7000364263896721,0.7400260188497658,imU
711,0.8558972457466332,0.4864743114366583,0.48,0.5,0.6241027542533668,0.76,0.79,imU
712,0.6974303132342227,0.3821912503263212,0.48,0.5,0.5278087496736789,0.6247609370920986,0.6617131245105183,imU
713,0.6315259097200059,0.4216465585314294,0.48,0.5,0.5816465585314293,0.781767207342853,0.8034137658742824,imU
714,0.7060226825812632,0.42465910580624555,0.48,0.5,0.6220453651625265,0.7560226825812633,0.7806817883875089,imU
715,0.6545448991407695,0.41121360229128134,0.48,0.5,0.6069721037233322,0.6245448991407695,0.6696965994271797,imU
716,0.7976974413156108,0.5292269190132919,0.48,0.5,0.5515461619734162,0.78,0.7815461619734162,imU
717,0.694247110041867,0.38077649335194086,0.48,0.5,0.5292235066480592,0.6265293833100739,0.6638352599720887,imU
718,0.8173237656674333,0.5126762343325668,0.48,0.5,0.5651174895550445,0.78,0.7853524686651335,imU
719,0.7782196270478949,0.4116829104217293,0.48,0.5,0.6583170895782707,0.8032683583130829,0.8232683583130828,imU
720,0.8209382109786536,0.5343752843914614,0.48,0.5,0.5831258531743841,0.8568741468256158,0.8690617890213465,imU
721,0.5402291801815606,0.6044189799798265,0.7097869589509826,0.5,0.5767430600605202,0.7211620400403468,0.7511620400403468,imU
722,0.7378849148682588,0.39019180855290203,0.48,0.5,0.6440383617105804,0.7282685319740628,0.760191808552902,imU
723,0.5919467674132695,0.2984359921241676,0.48,0.5,0.6361064651734611,0.7525956898843593,0.7725956898843593,imU
724,0.7876174624180303,0.44,0.48,0.5,0.44238253758196966,0.7147650751639393,0.68,imU
725,0.7798750425135441,0.542593718114842,0.48,0.5,0.524812563770316,0.78,0.754812563770316,imU
726,0.6369630427283979,0.44785217091359153,0.48,0.5,0.48,0.7421478290864084,0.7721478290864084,imU
727,0.7113681176977332,0.4228772941007556,0.48,0.5,0.6327362353954665,0.7613681176977333,0.7842454117984888,imU
728,0.7796339149032621,0.411480869299534,0.48,0.5,0.6585191307004661,0.804076522801864,0.8240765228018639,imU
729,0.7301129757475529,0.26015816604657405,0.48,0.5,0.57,0.7500451902990212,0.7800225951495106,imU
730,0.6980034304282585,0.42733218985724714,0.48,0.5,0.6060068608565171,0.7480034304282586,0.7753356202855057,imU
731,0.8409354017666939,0.4883630469082857,0.48,0.5,0.5492984486749797,0.7788307477916326,0.7402338504416734,imU
732,0.6487725909322761,0.4241103701331823,0.48,0.5,0.5841103701331822,0.7694481493340884,0.7935585194672707,imU
733,0.8109915219870165,0.5190084780129836,0.48,0.5,0.569338985341989,0.78,0.7980169560259671,imU
734,0.6355635371250697,0.3903521374408005,0.48,0.5,0.2118313491317405,0.5245071248026683,0.4300706619277381,imU
735,0.6473129731059728,0.46731297310597275,0.48,0.5,0.5019389193179182,0.7190305403410409,0.7526870268940273,imU
736,0.7972282180621907,0.529578836453357,0.48,0.5,0.550842327093286,0.78,0.780842327093286,imU
737,0.6459280374995141,0.4940719625004859,0.48,0.5,0.5869065416682864,0.7093813083336572,0.7493813083336572,imU
738,0.7965665050628072,0.44,0.48,0.5,0.43343349493719274,0.6968669898743856,0.68,imU
739,0.6065867926721398,0.36187610157927264,0.48,0.5,0.6068264146557203,0.7721157235628532,0.7921157235628532,imU
740,0.7937078689551758,0.5322190982836182,0.48,0.5,0.5455618034327636,0.78,0.7755618034327636,imU
741,0.7527232006300556,0.40676586694669137,0.48,0.5,0.5032341330533087,0.5940426663166357,0.6248511995799629,imU
742,0.8552138217575438,0.48630345543938597,0.48,0.5,0.6247861782424562,0.76,0.79,imU
743,0.5921079969138713,0.5782056055550316,0.48,0.5,0.6021079969138713,0.7275784006172257,0.76,imU
744,0.6762197829465927,0.42803139756379893,0.48,0.5,0.588031397563799,0.7498430121810052,0.7778744097448042,imU
745,0.7423270571001435,0.4735639238664754,0.48,0.5,0.6811879746221584,0.8364849682776981,0.8511879746221584,imU
746,0.8395026942268453,0.4904973057731547,0.48,0.5,0.5503315371821031,0.78,0.7409946115463094,imU
747,0.6519647332733366,0.4180940446044358,0.48,0.5,0.6181528224822082,0.6219647332733366,0.667976488848891,imU
748,0.8473427250712247,0.47715023112535687,0.48,0.5,0.5444929561965816,0.7708215936609693,0.7418356812678062,imU
749,0.7860496462504635,0.44,0.48,0.5,0.44395035374953656,0.7179007074990731,0.68,imU
750,0.7154784736810371,0.42150717543965427,0.48,0.5,0.6409569473620742,0.7654784736810372,0.7869856491206915,imU
751,0.6552459633022216,0.4093440978607425,0.48,0.5,0.6039341590237066,0.6252459633022216,0.6701639755348144,imU
752,0.7291256157962736,0.4047906403395441,0.48,0.5,0.6469581280679089,0.7487068964753617,0.7747906403395441,imU
753,0.7472522924332348,0.40433435219254876,0.48,0.5,0.5056656478074513,0.5970820597593139,0.6284984717111768,imU
754,0.7293363014681696,0.4908849313757738,0.48,0.5,0.6869616437919246,0.8437020547399058,0.8569616437919246,imU
755,0.7133927685730335,0.4222024104756555,0.48,0.5,0.6367855371460671,0.7633927685730335,0.785595179048689,imU
756,0.6113344859731406,0.3824494392169423,0.48,0.5,0.597331028053719,0.7784459812975207,0.7984459812975208,imU
757,0.7728550941525744,0.43285987446323415,0.48,0.5,0.6676199581544114,0.8195249476930143,0.8376199581544114,imU
758,0.6365133401270827,0.44605336050833083,0.48,0.5,0.48,0.7439466394916692,0.7739466394916692,imU
759,0.6309617655109142,0.4238470620436568,0.48,0.5,0.48,0.7661529379563432,0.7961529379563432,imU
760,0.6182156979346881,0.4122680243836485,0.48,0.5,0.5835686041306237,0.7876209305795842,0.8076209305795842,imU
761,0.7919271606326257,0.44,0.48,0.5,0.43807283936737434,0.7061456787347486,0.68,imU
762,0.7955325405158244,0.44,0.48,0.5,0.4344674594841756,0.6989349189683512,0.68,imU
763,0.8067542021181466,0.4562289894092672,0.48,0.5,0.43298319152741377,0.6683771010590733,0.68,imU
764,0.7832430988296072,0.41405520936314244,0.48,0.5,0.4532430988296072,0.7591878894664648,0.6864861976592144,imU
765,0.5561694507316695,0.6026478388075922,0.6176876179947985,0.5,0.5820564835772232,0.7247043223848154,0.7547043223848154,imU
766,0.7437278513778686,0.3804535810368857,0.48,0.5,0.6420907162073771,0.7146350134516399,0.7504535810368856,imU
767,0.7187303176444809,0.39165791895310265,0.48,0.5,0.5183420810468974,0.6129276013086217,0.647513121570346,imU
768,0.6108735319803524,0.3804519719148607,0.48,0.5,0.5982529360392951,0.7778313759738034,0.7978313759738034,imU
769,0.762285500217973,0.673431996512432,0.48,0.5,0.502285500217973,0.7259985015258109,0.747714499782027,imU
770,0.6032414361482279,0.3852486478128781,0.48,0.5,0.1369801679222119,0.5074954927095936,0.3807369288578215,imU
771,0.8096433668665888,0.44178316566705644,0.48,0.5,0.42142653253364515,0.6698216834332944,0.68,imU
772,0.7135027697856088,0.3893345643491594,0.48,0.5,0.5206654356508406,0.6158317945635507,0.6509981534762609,imU
773,0.7234746257347368,0.49870049902035096,0.48,0.5,0.6895668330067836,0.8469585412584796,0.8595668330067836,imU
774,0.8098876109927378,0.44,0.48,0.5,0.4201123890072623,0.6702247780145246,0.68,imU
775,0.624467096206207,0.5082709675644397,0.48,0.5,0.6393083870257759,0.7206916129742241,0.760345806487112,imU
776,0.7579146726803548,0.2990805417524968,0.48,0.5,0.57,0.761165869072142,0.785582934536071,imU
777,0.8064790902956802,0.44,0.48,0.5,0.42352090970431977,0.6770418194086396,0.68,imU
778,0.7143387867497586,0.4218870710834138,0.48,0.5,0.6386775734995173,0.7643387867497586,0.7862258578331724,imU
779,0.7883661405777654,0.44,0.48,0.5,0.44163385942223454,0.713267718844469,0.68,imU
780,0.7980143131989109,0.5289892651008169,0.48,0.5,0.5520214697983663,0.78,0.7820214697983663,imU
781,0.8638664456895322,0.48846661142238307,0.48,0.5,0.6161335543104678,0.76,0.79,imU
782,0.6943102712436572,0.4285632429187809,0.48,0.5,0.5986205424873144,0.7443102712436572,0.7728735141624382,imU
783,0.7859549187287781,0.39236065016977517,0.48,0.5,0.45595491872877814,0.7835942685590028,0.6919098374575562,imU
784,0.8366331029628288,0.4933668970371712,0.48,0.5,0.5522445980247809,0.78,0.7467337940743424,imU
785,0.8040371379507005,0.5244721465369746,0.48,0.5,0.5610557069260507,0.78,0.7910557069260508,imU
786,0.7767817497110474,0.32549444959546636,0.48,0.5,0.57,0.7687126998844189,0.7893563499422095,imU
787,0.7406806586002549,0.4014136260445577,0.48,0.5,0.5085863739554423,0.6007329674443028,0.6328795609331634,imU
788,0.7899303523585732,0.44,0.48,0.5,0.44006964764142686,0.7101392952828537,0.68,imU
789,0.7925794013569064,0.44,0.48,0.5,0.4374205986430936,0.7048411972861873,0.68,imU
790,0.8211684829968523,0.5088315170031477,0.48,0.5,0.5625543446687651,0.78,0.7776630340062954,imU
791,0.8117959967262667,0.5182040032737334,0.48,0.5,0.5688026688491555,0.78,0.7964080065474668,imU
792,0.7412655114395277,0.7949379542418893,0.48,0.5,0.8431017328407084,0.5743672442802361,0.29563275571976383,om
793,0.6869551608642612,0.6021793565429548,0.48,0.5,0.7578206434570451,0.39304483913573873,0.23740355222164852,om
794,0.645573258176235,0.5783598872643525,0.48,0.5,0.7041799436321762,0.3397532018084113,0.26557325817623506,om
795,0.7404417379277818,0.7116466096577747,0.48,0.5,0.8339558262072218,0.41977913103610914,0.28208834758555634,om
796,0.7392031781739665,0.8031872873041338,0.48,0.5,0.8461952327390502,0.5753984109130167,0.29460158908698325,om
797,0.7340612244946954,0.8237551020212184,0.48,0.5,0.8539081632579569,0.5779693877526523,0.29203061224734767,om
798,0.6817143928832606,0.6345717143553615,0.48,0.5,0.727142678527899,0.4017143928832606,0.3034287857665211,om
799,0.7398865466488537,0.7120907626809172,0.48,0.5,0.8340113453351146,0.4200567266755732,0.2819773093297707,om
800,0.7494784933039704,0.7044172053568236,0.48,0.5,0.8330521506696029,0.4152607533480148,0.28389569866079406,om
801,0.6276093567803052,0.6971719296590845,0.48,0.5,0.6332654974621361,0.4004374271212206,0.28597660804923714,om
802,0.7375129190373241,0.8099483238507035,0.48,0.5,0.8487306214440138,0.5762435404813379,0.293756459518662,om
803,0.67,0.8681746525664914,0.48,0.5,0.7329563368583771,0.5118253474335086,0.2854760423005257,om
804,0.6352747129915135,0.6836703444101837,0.48,0.5,0.6584395407864216,0.4089450574016973,0.28210988519660546,om
805,0.5417386171806836,0.7393494941627784,0.48,0.5,0.7471732714758544,0.3691306914096582,0.41804258006619627,om
806,0.7247091693948217,0.8956311912556634,0.48,0.5,0.6049504699546934,0.523446786883495,0.2812623825113266,om
807,0.6508254973935184,0.665009403127778,0.48,0.5,0.6833207958296293,0.40583490052129634,0.28833019895740736,om
808,0.6916719741081132,0.7506624207135095,0.48,0.5,0.8388328025891887,0.44416401294594343,0.27233439482162264,om
809,0.5470261991597891,0.7221648527306856,0.48,0.5,0.7537827489497363,0.36648690042010545,0.4272958485296308,om
810,0.5551164818119732,0.6958714341110875,0.48,0.5,0.7638956022649663,0.36244175909401344,0.4414538431709529,om
811,0.6864370216192303,0.6042519135230789,0.48,0.5,0.755748086476921,0.39356297838076976,0.24206680542692774,om
812,0.6765220090917973,0.8706828441545754,0.48,0.5,0.7318634311690849,0.5037268623381699,0.24068284415457541,om
813,0.6190492574569245,0.7817705799507708,0.8584912303199896,0.5,0.761836032518461,0.5763933875307682,0.4791801625923047,om
814,0.6659076048216546,0.6088614072324817,0.48,0.5,0.7194307036162408,0.3753383084378954,0.2859076048216545,om
815,0.6400208150798127,0.570031222619719,0.48,0.5,0.7000156113098595,0.3300364263896721,0.2600208150798126,om
816,0.6994229343099749,0.6817944914932664,0.48,0.5,0.6976284428167084,0.41942293430997496,0.33884586861994986,om
817,0.5478087496736789,0.7196215635605439,0.48,0.5,0.7547609370920986,0.3660956251631606,0.428665311928938,om
818,0.6816465585314294,0.6234137658742823,0.48,0.5,0.7365862341257177,0.3983534414685706,0.28518097321713526,om
819,0.67,0.8586364232249823,0.48,0.5,0.7353408941937544,0.5213635767750177,0.314090730325053,om
820,0.67,0.8593931988543593,0.48,0.5,0.7351517002864102,0.5206068011456407,0.311820403436922,om
821,0.6892269190132919,0.6546051173687784,0.48,0.5,0.7146218016445135,0.4092269190132919,0.3184538380265838,om
822,0.7353882466759705,0.8184470132961182,0.48,0.5,0.8519176299860444,0.5773058766620147,0.2926941233379852,om
823,0.750469958220178,0.5748825104449554,0.48,0.5,0.8531461925527448,0.49582242688531164,0.20244125522247775,om
824,0.7333658208434586,0.8265367166261656,0.48,0.5,0.8549512687348121,0.5783170895782707,0.2916829104217293,om
825,0.6431258531743842,0.511876421957307,0.48,0.5,0.7856247156085386,0.4368741468256158,0.2646865046298851,om
826,0.6211620400403468,0.7165138798789595,0.48,0.5,0.5881342802824278,0.3746481601613873,0.30209489989913296,om
827,0.5361534468423217,0.7575012977624548,0.48,0.5,0.740191808552902,0.37192327657883917,0.4082685319740629,om
828,0.6338935348265389,0.4964892247108981,0.48,0.5,0.7887021550578204,0.44610646517346114,0.2754575427023713,om
829,0.7496867668852524,0.5750783082786869,0.48,0.5,0.8520693044672221,0.4944518420491918,0.20253915413934345,om
830,0.6423438031419301,0.6751874362296839,0.48,0.5,0.6697500850270881,0.40753123937161395,0.284937521256772,om
831,0.6869630427283978,0.6021478290864084,0.48,0.5,0.7578521709135916,0.39303695727160215,0.23733261544441903,om
832,0.6684908235969778,0.6127362353954665,0.48,0.5,0.7213681176977332,0.379858941294711,0.2884908235969777,om
833,0.732961738599068,0.8281530456037279,0.48,0.5,0.855557392101398,0.578519130700466,0.291480869299534,om
834,0.5200903805980424,0.8097062630563625,0.48,0.5,0.7201129757475528,0.37995480970097883,0.38015816604657404,om
835,0.7446643797144943,0.7813424811420228,0.48,0.5,0.8380034304282585,0.5726678101427528,0.29733218985724713,om
836,0.6790645982333061,0.6285968973499592,0.48,0.5,0.7292984486749796,0.3983630469082857,0.2990645982333061,om
837,0.67,0.8635585194672707,0.48,0.5,0.7341103701331823,0.5164414805327293,0.2993244415981878,om
838,0.521322029316022,0.8057034047229288,0.48,0.5,0.7216525366450274,0.379338985341989,0.3823135513030384,om
839,0.6865492875197331,0.6038028499210673,0.48,0.5,0.7561971500789327,0.39345071248026686,0.24105641232240146,om
840,0.6226870268940272,0.7119389193179182,0.48,0.5,0.598809188258191,0.3807481075761091,0.2982824327649318,om
841,0.670842327093286,0.5580705451554766,0.48,0.5,0.7763858909689046,0.409157672906714,0.23235061839116633,om
842,0.7393813083336572,0.8024747666653709,0.48,0.5,0.8459280374995141,0.5753093458331713,0.2946906541668286,om
843,0.6189556632914618,0.7231330101256145,0.48,0.5,0.5726896430402328,0.36582265316584733,0.30761084177134546,om
844,0.6576446544535665,0.6568264146557203,0.48,0.5,0.6942314471257063,0.4044710691092867,0.29105786178142656,om
845,0.6985112293284425,0.8881460655224122,0.48,0.5,0.6648314758207029,0.5122190982836182,0.26629213104482424,om
846,0.73434026715671,0.7880853326332715,0.48,0.5,0.7483829334733457,0.5367658669466914,0.1580853326332715,om
847,0.617393089121228,0.7278207326363157,0.48,0.5,0.5617516238485967,0.35957235648491237,0.3115172771969298,om
848,0.6445295962966455,0.5142159938277425,0.48,0.5,0.7851568012344515,0.43547040370335444,0.2630488043205802,om
849,0.5278744097448042,0.7844081683293865,0.48,0.5,0.7298430121810052,0.37606279512759794,0.39378021705340727,om
850,0.653515031722302,0.6617819619332377,0.48,0.5,0.6876240507556831,0.4052969936555396,0.2894060126889208,om
851,0.671160380137361,0.8783423140894843,0.48,0.5,0.7303315371821031,0.5006630743642063,0.2483423140894843,om
852,0.617976488848891,0.7260705334533268,0.48,0.5,0.5658354219422375,0.36190595539556425,0.31005877787777236,om
853,0.5526572749287754,0.7038638564814801,0.48,0.5,0.7608215936609692,0.36367136253561233,0.4371502311253569,om
854,0.6558841587489186,0.8238676099987641,0.5848605350080334,0.5,0.7460496462504634,0.5500827437507725,0.40024823125231734,om
855,0.6460287017586172,0.5790430526379258,0.48,0.5,0.7045215263189628,0.34055022807758006,0.2660287017586172,om
856,0.7398360244651856,0.8006559021392575,0.48,0.5,0.8452459633022216,0.5750819877674072,0.2949180122325928,om
857,0.5478325122716353,0.7195443351171854,0.48,0.5,0.7547906403395441,0.36608374386418235,0.42870689647536175,om
858,0.7328328239037256,0.8286687043850975,0.48,0.5,0.8557507641444115,0.5785835880481371,0.2914164119518628,om
859,0.622817123364132,0.7860767124161507,0.8305013692950199,0.5,0.7602212328439435,0.5737020547399058,0.4711061642197173,om
860,0.645595179048689,0.505595179048689,0.48,0.5,0.6886313361835213,0.5201783057191007,0.3189879476217226,om
861,0.6726689719462811,0.5611149532438018,0.48,0.5,0.7757770093512397,0.40733102805371896,0.23021953272933876,om
862,0.6723800418455886,0.6185700627683829,0.48,0.5,0.7242850313841914,0.3866650732297801,0.29238004184558863,om
863,0.6430266802541654,0.5030266802541654,0.48,0.5,0.7053265783479249,0.5086200611437444,0.31256670063541353,om
864,0.7623058759126864,0.5719235310218284,0.48,0.5,0.8694205793799438,0.5165352828472011,0.20096176551091421,om
865,0.6776209305795842,0.6264313958693762,0.48,0.5,0.7282156979346881,0.3958366285142723,0.29762093057958416,om
866,0.6420485595782496,0.5020485595782496,0.48,0.5,0.7116843627413779,0.504218518102123,0.3101213989456239,om
867,0.728224864947252,0.7214201080421985,0.48,0.5,0.8351775135052748,0.425887567526374,0.2796449729894504,om
868,0.7467542021181466,0.7729831915274138,0.48,0.5,0.8348686968227801,0.5716228989409267,0.2983771010590733,om
